Model,Trial,Top1_Accuracy,Top5_Accuracy,Time_Per_Image,Precision,Recall,F1,ROC_AUC,CPU Power Usage (W),GPU Power Usage (W)
efficientnet_b0,8,0.6202233980011758,0.8949917415525881,0.0018983183147118269,0.61658654422483,0.6202233980011758,0.6130695774666048,0.9922299474129231,4.654285714285714,5.889675000000004
efficientnet_b0,9,0.6219030822205426,0.8962235099801238,0.0018576753322709924,0.6189149845772156,0.6219030822205426,0.614635488038775,0.9924811881872986,4.183928571428574,7.263464285714285
efficientnet_b0,10,0.6172559558802945,0.8930321099633269,0.0019091834433551786,0.6148228031720625,0.6172559558802945,0.6100971885176225,0.9920359337646514,5.618928571428568,5.701199999999999
efficientnet_b0,11,0.6185157190448196,0.8932840625962319,0.0019259190379844087,0.6131239868463539,0.6185157190448196,0.6099786725362638,0.9923185601216623,4.883928571428571,5.297678571428569
efficientnet_b0,12,0.6190196243106296,0.8945158310237675,0.0019021085967829625,0.6146635174902045,0.6190196243106296,0.6113856129613285,0.9919058141604914,5.368928571428573,5.557528571428575
efficientnet_b0,13,0.6180957979899779,0.8933680468072003,0.0018894218530150584,0.6145607691637458,0.6180957979899779,0.6108449232811934,0.9921142038772461,5.310357142857141,6.720521428571431
efficientnet_b0,14,0.6199714453682708,0.8944598415497886,0.0018968010685591452,0.6161719385770815,0.6199714453682708,0.612522003517695,0.9920290078968159,6.238928571428567,6.530778571428578
efficientnet_b0,15,0.6189076453626718,0.8944038520758097,0.0019178413997047949,0.6161988498476091,0.6189076453626718,0.6117753218180433,0.992142117049192,4.707500000000004,6.007249999999998
efficientnet_b0,16,0.6227709190672154,0.8965874415609866,0.001840326981669841,0.6176544416547214,0.6227709190672154,0.6150988127853338,0.9921502147215775,4.11142857142857,6.113146428571434
efficientnet_b0,17,0.621119229584838,0.8913524257439601,0.0018928456602136338,0.6184400808024586,0.621119229584838,0.6143524477175858,0.992150195645359,4.634642857142857,5.774582142857142
efficientnet_b0,18,0.6212032137958063,0.8947677836566725,0.0018825947158778022,0.6171745220036486,0.6212032137958063,0.6136739015229177,0.9919923452022303,6.123928571428564,6.479867857142853
efficientnet_b0,19,0.6223509980123737,0.8948237731306514,0.0019370414739439874,0.619471729088746,0.6223509980123737,0.6154903355602518,0.9922493954272268,4.738928571428568,4.888332142857142
efficientnet_b0,20,0.6207273032669858,0.8925282046975168,0.0019302962458463083,0.6183822055769593,0.6207273032669858,0.614079322198452,0.9921821513453255,6.316785714285713,4.791349999999997
efficientnet_b0,21,0.6224629769603315,0.8958595783992609,0.0019250137935890562,0.6181395158113021,0.6224629769603315,0.6147425200672477,0.9921942283841763,5.446071428571427,5.487699999999996
efficientnet_b0,22,0.6173959295652417,0.8908205257411607,0.001909565409661968,0.612902725293575,0.6173959295652417,0.6097676130303318,0.9917044432317561,6.419285714285715,7.5273428571428616
efficientnet_b0,23,0.6160801769267378,0.8930041152263375,0.0019429452521867539,0.6135327199296483,0.6160801769267378,0.6086796016937266,0.9920029408988329,4.4685714285714315,6.52931785714286
efficientnet_b0,24,0.6168920242994317,0.8925002099605274,0.0019520013470728612,0.6126051373951027,0.6168920242994317,0.6097186091942537,0.9920527805981589,5.860714285714284,5.260539285714284
efficientnet_b0,25,0.622434982223342,0.8942078889168836,0.0019234682543774787,0.6182334158273102,0.622434982223342,0.6152030684358143,0.9920432540902896,6.409999999999996,4.836050000000005
efficientnet_b0,26,0.618039808515999,0.8943198678648414,0.0018801653706537864,0.6148148649944607,0.618039808515999,0.6105980527183866,0.9923561583736499,7.219642857142859,6.093296428571426
efficientnet_b0,27,0.6206713137930069,0.8951597099745248,0.0018543406625580391,0.616683347751227,0.6206713137930069,0.6132601942555748,0.9921506351086379,6.047857142857147,6.113299999999999
efficientnet_b0,28,0.6217911032725848,0.8948517678676409,0.0018882695933291494,0.6178896884120952,0.6217911032725848,0.6141633963319137,0.9920429009254538,5.789999999999997,6.731053571428577
efficientnet_b0,29,0.6212032137958063,0.8939559362839786,0.0018699558680737186,0.6174436027373776,0.6212032137958063,0.614032661381255,0.992187374640151,6.464285714285719,5.927653571428576
efficientnet_b0,30,0.6200834243162285,0.8939279415469892,0.0018935986467039313,0.615753069256364,0.6200834243162285,0.6122833063955714,0.9922620189068511,5.59142857142857,6.689546428571433
